en_word,pos,level,mp3_url,ru_word,transcription,en_example,ru_example
fair,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/fair_/fair__gb_1.mp3,справедливый,[fɛə],“We want a fair price.”,«Мы требуем лишь справедливой цены».
researcher,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/resea/researcher__gb_4.mp3,исследователь,[rɪˈsə:tʃə],"On the Insert tab, choose Researcher.",На вкладке Вставка нажмите кнопку Помощник исследователя.
recognize,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rec/recog/recognize__gb_2.mp3,признавать,[ˈrekəɡnaɪz],Policymakers must recognize their limits.,Политики должны признать свои пределы.
agency,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/age/agenc/agency__gb_2.mp3,агентство,[ˈeɪdʒənsɪ],He runs an employment agency.,Он работает в кадровом агентстве.
summarize,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sum/summa/summarize__gb_2.mp3,резюмировать,[ˈsʌməraɪz],"It should summarize major issues, possibly by combining significant points made during the discussions in the country group.","В них должны быть резюмированы основные вопросы, возможно на основе объединения важных моментов, отмеченных в ходе обсуждений в страновой группе."
oil,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/oil/oil__/oil__gb_1.mp3,нефть,[ɔɪl],"Iran, however, depends on oil.","Иран, однако, зависит от нефти."
obstacle,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/obs/obsta/obstacle__gb_1.mp3,препятствие,[ˈɔbstəkl],The first obstacle is Russia.,Первое препятствие — Россия.
unique,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/uni/uniqu/unique__gb_2.mp3,уникальный,[ju:ˈni:k],My experiences are hardly unique.,Мой опыт сложно назвать уникальным.
rejection,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rej/rejec/rejection__gb_1.mp3,отклонение,[rɪˈdʒekʃən],You can customize the rejection response.,Ответ об отклонении можно настраивать.
cult,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cul/cult_/cult__gb_1.mp3,культ,[kʌlt],The Cult of Nicholas II,Культ Николая II
disk,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dis/disc_/disc__gb_1.mp3,диск,[dɪsk],Clean up your hard disk,Очистка жесткого диска
concrete,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconc/xconcrete__gb_1.mp3,конкретный,[ˈkɔnkri:t],I need your concrete support.,мне нужна ваша конкретная поддержка.
aspiration,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/asp/aspir/aspiration__gb_1.mp3,стремление,[ˌæspəˈreɪʃən],"Nevertheless, international monetary reform remains a legitimate aspiration.","Тем не менее, реформа международной валютной системы остается закономерным стремлением."
evening,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/eveni/evening__gb_1.mp3,вечер,['iːvnɪŋ],He looks tired this evening.,Этим вечером он выглядит уставшим.
soldier,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sol/soldi/soldier__gb_1.mp3,солдат,[ˈsəuldʒə],How about soldier of fortune?,"Что ты скажешь на ""солдат удачи""?"
page,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pag/page_/page__gb_1.mp3,страница,[peɪdʒ],Visit your Account permissions page.,Откройте страницу Доступ к аккаунту.
headline,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hea/headl/headline__gb_1.mp3,заголовок,[ˈhedlaɪn],The headline of the article.,Заголовок статьи
responsible,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/respo/responsible__gb_2.mp3,ответственный,[rɪsˈpɔnsəbl],Responsible in front of him.,Он ответственен перед ним.
abortion,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abo/abort/abortion__gb_1.mp3,аборт,[əˈbɔ:ʃən],"You know, the abortion doctor.","Ну знаешь, врачиха, делающая аборты."
salad,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sal/salad/salad__gb_2.mp3,салат,[ˈsæləd],I salted the fruit salad.,Я посолила фруктовый салат.
gig,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/g/gig/gig__/gig__gb_1.mp3,концерт,[ɡɪɡ],I'll do the gig.,Я выступлю на концерте.
careful,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/car/caref/careful__gb_1.mp3,тщательный,[ˈkɛəful],Careful packaging is absolutely necessary.,Обязательно необходима тщательная упаковка.
basic,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bas/basic/basic__gb_2.mp3,основной,,Basic point - text anchor point.,Основная точка - точка привязки.
remark,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rem/remar/remark__gb_1.mp3,замечание,[rɪ'mɑːk],Medvedev called that remark “unacceptable.”,Медведев назвал такое замечание неприемлемым.
underwear,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/und/under/underwear__gb_1.mp3,нижнее белье,[ˈʌndəwɛə],Women's underwear and swimwear,Женское нижнее белье и купальники
countless,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cou/count/countless__gb_1.mp3,бесчисленный,[ˈkauntlɪs],There are countless other possibilities.,Существует бесчисленное множество других возможностей.
appeal,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/app/appea/appeal__gb_1.mp3,апелляционный,[əˈpi:l],The court dismissed his appeal.,Суд отклонил его апелляционную жалобу.
confirm,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xconf/xconfirm__gb_2.mp3,подтверждать,[kənˈfə:m],Confirm positive payment file (BankPositivePayConfirm),Подтвердить файл положительных платежей (BankPositivePayConfirm)
surrender,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sur/surre/surrender__gb_1.mp3,сдаваться,[səˈrendə],Stop talking nonsense and surrender.,Прекрати говорить ерунду и сдавайся.
cliff,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/cliff/cliff__gb_1.mp3,утес,[klɪf],See that cliff over yonder?,Видите тот утес?
waiter,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wai/waite/waiter__gb_2.mp3,официант,[ˈweɪtə],"Waiter, I need a knife.","Официант, мне нужен нож."
clarity,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/clari/clarity__gb_1.mp3,ясность,[ˈklærɪtɪ],"We give you clarity, simplicity, transparency.","Мы гарантируем Вам ясность, простоту, прозрачность."
separation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sep/separ/separation__gb_1.mp3,разделение,[ˌsepəˈreɪʃən],This separation could be implemented smoothly.,Разделение реформ можно провести очень плавно.
young,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/y/you/young/young_1_gb_1.mp3,молодой,[jʌŋ],Makes us look really young.,Это позволяет нашей группе молодо выглядеть.
disc,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dis/disc_/disc__gb_1.mp3,диск,[dɪsk],Install by inserting a disc,"Установить приложение, вставив диск"
response,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/respo/response__gb_2.mp3,ответ,[rɪsˈpɔns],Definitely there is a response.,"Конечно, это ответ."
enjoy,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enj/enjoy/enjoy__gb_3.mp3,пользоваться,[ɪnˈdʒɔɪ],Enjoy exclusive member deals and previews,Пользуйтесь эксклюзивными предложениями и обзорами для участников
canal,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/can/canal/canal__gb_1.mp3,канал,[kəˈnæl],"Big baby, narrow birth canal.","Большой ребенок, узкий родовой канал."
evoke,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evo/evoke/evoke__gb_1.mp3,вызывать,[ɪˈvəuk],"""Pure capitalism"" and ""globalization"" evoke horrific images.","""Чистый капитализм"" и ""глобализация"" вызывают в представлении ужасные образы."
reasonable,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/reaso/reasonable__gb_1.mp3,разумный,[ˈri:znəbl],A reasonable timetable is possible.,При этом можно придерживаться разумного графика.
limitation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limitation__gb_2.mp3,ограничение,[ˌlɪmɪˈteɪʃən],So this is a limitation.,"Итак, это ограничение."
angry,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ang/angry/angry__gb_2.mp3,злой,[ˈæŋɡrɪ],Angry dogs and violent men.,Злые как собаки жадные люди.
partner,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/par/partn/partner__gb_2.mp3,партнер,[ˈpɑ:tnə],Exclusive offer for each partner,Эксклюзивное предложение для каждого партнера
charm,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cha/charm/charm__gb_1.mp3,очарование,[tʃɑ:m],Charm comes out your ears.,Очарование вылетает из твоих ушей.
absurd,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abs/absur/absurd__gb_1.mp3,абсурдный,[əbˈsə:d],That is an absurd outcome.,Это абсурдный результат.
tribe,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tri/tribe/tribe__gb_1.mp3,племя,[traɪb],They commit to the tribe.,Они вкладываются в племя.
discipline,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dis/disci/discipline__gb_2.mp3,дисциплина,[ˈdɪsɪplɪn],False triumphalism breeds poor discipline.,Ложный триумфализм порождает плохую дисциплину.
